,0
symbol,USLM
price,100.63
beta,0.58701
volAvg,3989
mktCap,566623360
lastDiv,6.124999999999999
range,60.99-109.87
changes,2.38
companyName,United States Lime & Minerals Inc
currency,USD
cik,0000082020
isin,US9119221029
cusip,911922102
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Building Materials
website,http://www.uslm.com/
description,"United States Lime & Minerals, Inc. engages in manufacture and sale of lime and limestone products. The company is headquartered in Dallas, Texas and currently employs 287 full-time employees. The firm's segments include Lime and Limestone operations, and Natural gas interests. The Company, through its Lime and Limestone Operations, is a manufacturer of lime and limestone products, supplying primarily the construction, environmental (including municipal sanitation and water treatment facilities, and flue gas treatment processes), industrial, metals (including steel producers), roof shingle, oil and gas services, and agriculture (including poultry and cattle feed producers) industries. The firm operates lime and limestone plants and distribution facilities in Arkansas, Colorado, Louisiana, Oklahoma and Texas. The Company, through its subsidiary, U.S. Lime Company-O & G, LLC (U.S. Lime O & G), had royalty interests with respect to oil and gas rights on the Company's approximately 3,800 acres of land located in Johnson County, Texas, in the Barnett Shale Formation, at December 31, 2016."
ceo,Mr. Timothy Byrne
sector,Basic Materials
country,US
fullTimeEmployees,282
phone,19729918400
address,5429 Lyndon B Johnson Fwy Ste 230
city,Dallas
state,TEXAS
zip,75240
dcfDiff,42.89
dcf,110.743
image,https://financialmodelingprep.com/image-stock/USLM.png
ipoDate,1980-03-17
defaultImage,False
