,0
symbol,PAYX
price,91.315
beta,0.89891
volAvg,1585276
mktCap,32827744300
lastDiv,2.48
range,47.87-94.95
changes,0.925
companyName,Paychex Inc
currency,USD
cik,0000723531
isin,US7043261079
cusip,704326107
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Staffing & Employment Services
website,http://www.paychex.com
description,"Paychex, Inc. engages in the provision of human capital management solutions for payroll, human resource, insurance, and retirement for small and medium sized businesses. The company is headquartered in Rochester, New York and currently employs 15,700 full-time employees. The firm also has operations in Germany. The firm offers services, including Payroll processing, Human Resource Services, and Accounting and Financial Services. As of May 31, 2016, the Company serviced approximately 605,000 payroll clients. The company offers a portfolio of HCM services and products that allows its clients to meet their payroll and HR needs. Its payroll-related ancillary services and human resource service (HRS) offerings often leverage the information gathered in the base payroll processing service, allowing it to provide outsourcing services covering the HCM spectrum. The Company, through its HCM software-as-a-service platform, Paychex Flex, provides an integrated product suite that covers the employee life cycle from recruiting and hiring to retirement."
ceo,Mr. Martin Mucci
sector,Industrials
country,US
fullTimeEmployees,15800
phone,15853856666
address,911 Panorama Trl S
city,Rochester
state,NEW YORK
zip,14625
dcfDiff,-32.51
dcf,85.1275
image,https://financialmodelingprep.com/image-stock/PAYX.png
ipoDate,2005-06-05
defaultImage,False
