,0
symbol,HMSY
price,29.9
beta,0.76649
volAvg,591664
mktCap,2647692800
lastDiv,0.0
range,18.2-33.42
changes,0.54
companyName,HMS Holdings Corp
currency,USD
cik,0001196501
isin,US40425J1016
cusip,40425J101
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Health Information Services
website,https://www.hms.com/
description,"HMS Holdings Corp. engages in the provision of cost containment solutions in the healthcare marketplace. The company is headquartered in Irving, Texas and currently employs 2,500 full-time employees. The Company, through its subsidiaries, operates in the United States healthcare insurance benefit cost containment marketplace. The company provides coordination of benefits services to government, and private healthcare payers and sponsors. Its payment integrity services ensure that healthcare claims billed are accurate and appropriate. The company offers services to state Medicaid agencies, government health agencies and health plans, including Medicaid managed care, Medicare Advantage and group and individual health lines of business; government and private employers; and other healthcare payers and sponsors, including child support agencies. The company serves approximately 45 state Medicaid programs and the District of Columbia, and government health agencies, including Centers for Medicare & Medicaid Services (CMS) and the Veterans Health Administration (VHA). The company also provides services to approximately 250 health plans and supports their multiple lines of business."
ceo,Mr. William Lucia
sector,Healthcare
country,US
fullTimeEmployees,3100
phone,12144533000
address,5615 High Point Dr
city,Irving
state,TEXAS
zip,75038
dcfDiff,
dcf,28.4593
image,https://financialmodelingprep.com/image-stock/HMSY.jpg
ipoDate,1986-09-16
defaultImage,True
