,0
symbol,ITRI
price,72.59
beta,1.18938
volAvg,329941
mktCap,2932410880
lastDiv,0.0
range,40.48-88.32
changes,2.17
companyName,Itron Inc
currency,USD
cik,0000780571
isin,US4657411066
cusip,465741106
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Scientific & Technical Instruments
website,http://www.itron.com
description,"Itron, Inc. is a technology and services company, which engages in the provision of solutions that measure, manage, and analyze energy and water use. The company is headquartered in Liberty Lake, Washington and currently employs 8,000 full-time employees. The firm provides solutions that measure, manage and analyze energy and water use. The company also provides the Internet of things. The firm operates through three segments: Electricity, Gas and Water. The company provides a portfolio of products, solutions, software and services to electric, gas and water utility customers across the globe. The company offers solutions that enable electric and natural gas utilities to build smart grids to manage assets. The company offers a product portfolio, including standard meters and smart metering products, systems and services, for applications in the residential and commercial industrial markets for water and heat. The firm operates under the Itron brand across the world. Its Gas and Water manufacturing facilities are located throughout the world, while its Electricity manufacturing facilities are located in Europe, Middle East and Africa (EMEA), and North America."
ceo,Mr. Thomas Deitrich
sector,Technology
country,US
fullTimeEmployees,7900
phone,15099249900
address,2111 N Molter Rd
city,Liberty Lake
state,WASHINGTON
zip,99019
dcfDiff,-17.2
dcf,75.5995
image,https://financialmodelingprep.com/image-stock/ITRI.png
ipoDate,1993-11-04
defaultImage,False
