,0
symbol,OBSV
price,2.065
beta,0.86744
volAvg,476458
mktCap,113605976
lastDiv,0.0
range,1.63-6.3
changes,0.005
companyName,Obseva SA
currency,USD
cik,0001685316
isin,CH0346177709
cusip,H5861P103
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Biotechnology
website,http://www.obseva.com/
description,"ObsEva SA engages in the research and development of therapeutic treatments for woman's reproductive health and pregnancy. The company is headquartered in Plan-Les-Ouates, Geneve and currently employs 45 full-time employees. The firm develops oral compounds to treat women’s reproductive health conditions from conception to birth. Its pipeline includes three product candidates: Linzagolix (OBE2109), an oral gonadotropin-releasing hormone (GnRH) receptor antagonist intended for the treatment of endometriosis (phase 2b of clinical trials) and uterine fibroids (phase 3 of clinical trials); Nolasiban (OBE001), an oral oxytocin receptor antagonist undergoing phase 3 of clinical trials, with the potential to inhibit uterine contractions at the time of embryo transfer, thereby enhancing embryo implantation during assisted reproductive technologies (ART), and OBE022, an oral and selective prostaglandin F2 alpha (PGF2a) receptor antagonist designed to control preterm labor (phase 2a of clinical trials)."
ceo,Dr. Ernest Loumaye
sector,Healthcare
country,CH
fullTimeEmployees,53
phone,41225521558
address,Chemin des Aulx 12
city,PLAN-LES-OUATES
state,GENEVE
zip,1228
dcfDiff,
dcf,5.99378
image,https://financialmodelingprep.com/image-stock/OBSV.png
ipoDate,2018-07-13
defaultImage,False
