,0
symbol,BHP
price,52.11
beta,0.987127
volAvg,2087203
mktCap,134281224000
lastDiv,2.4000000000000004
range,29.78-58.35
changes,-1.43
companyName,BHP Billiton Limited
currency,USD
cik,
isin,
cusip,
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Other Industrial Metals & Mining
website,http://www.bhp.com
description,
ceo,"Mr. Mike P. Henry B.Sc., BSc (Chem)"
sector,Basic Materials
country,Australia
fullTimeEmployees,28926
phone,61 3 9609 3333
address,171 Collins Street
city,Melbourne
state,VIC
zip,3000
dcfDiff,10.15
dcf,63.44
image,https://financialmodelingprep.com/image-stock/BHP.jpg
ipoDate,
defaultImage,True
