,0
symbol,BPYPP
price,22.67
beta,0.921585
volAvg,20350
mktCap,14981085200
lastDiv,1.624
range,11.0-26.98
changes,-0.35
companyName,Brookfield Property Partners L.P.
currency,USD
cik,
isin,
cusip,
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Real Estate Services
website,http://bpy.brookfield.com
description,
ceo,Mr. Brian William Kingston
sector,Real Estate
country,Bermuda
fullTimeEmployees,22000
phone,441-294-3309
address,73 Front Street
city,Hamilton
state,
zip,HM 12
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/BPYPP.jpg
ipoDate,
defaultImage,True
