,0
symbol,PFBC
price,37.715
beta,1.43993
volAvg,60861
mktCap,563216960
lastDiv,1.2
range,20.04-64.5
changes,0.635
companyName,Preferred Bank
currency,USD
cik,0001492165
isin,
cusip,
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Banks Regional
website,http://www.preferredbank.com/
description,"Preferred Bank operates as an independent commercial bank. The company is headquartered in Los Angeles, California and currently employs 263 full-time employees. The Bank provides deposit services, as well as real estate finance, commercial loans and trade finance to small and mid-sized businesses and their owners, entrepreneurs, real estate developers and investors, professionals and high net worth individuals. The Bank offers various services, such as personal banking, business banking and treasury management. The Bank's loan portfolio includes real estate mortgage loans, real estate construction loans, commercial loans and trade finance. Its real estate mortgage portfolio consists of real estate mini-perm loans, as well as purchased residential mortgages. The Bank offers a range of commercial loan products, including lines of credit for working capital, term loans for capital expenditures and commercial and stand-by letters of credit. Through its branch network, the Bank provides a range of financial services to individuals and companies located primarily in Southern California."
ceo,Mr. Li Yu
sector,Financial Services
country,US
fullTimeEmployees,263
phone,12138916829
address,601 South Figueroa Street
city,Los Angeles
state,CALIFORNIA
zip,90017
dcfDiff,-47.34
dcf,0.0
image,https://financialmodelingprep.com/image-stock/PFBC.png
ipoDate,2005-02-15
defaultImage,False
