,0
symbol,PMO
price,13.26
beta,0.24443
volAvg,48063
mktCap,452294624
lastDiv,0.6360000000000001
range,9.97-13.93
changes,-0.07
companyName,Putnam Municipal Opportunities Trust
currency,USD
cik,
isin,US7469221037
cusip,746922103
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,https://www.putnam.com/individual/mutual-funds/closed-end-funds/funds/64-municipal-opportunities-tru
description,"Putnam Municipal Opportunities Trust (The Fund) is a diversified, closed-end fund. The Fund offers a dividend reinvestment plan. The fund seeks to provide as high a level of current income free from federal income tax. The Fund intends to achieve its objective by investing in a portfolio of investment-grade and some below investment-grade municipal bonds selected by Putnam Investment Management, LLC (Putnam Management). The Fund's shares trade on a stock exchange at market prices, which may be lower than the Fund's net asset value. In the normal course of business, the Fund enters into contracts that may include agreements to indemnify another party under given circumstances. The Fund invests in healthcare, utilities, transportation, tax bonds, local debt, state debt and education. Putnam Investment Management, LLC is the investment manager of the Fund."
ceo,Mr. Robert Reynolds
sector,Financial Services
country,US
fullTimeEmployees,
phone,16172921000
address,1 Post Office Sq
city,
state,COLOMBIA
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/PMO.png
ipoDate,1993-05-24
defaultImage,False
