,0
symbol,BIPC
price,66.1
beta,0.0
volAvg,170103
mktCap,2977950460
lastDiv,0.97
range,32.54-69.89
changes,-2.1
companyName,Brookfield Infrastructure Corp
currency,USD
cik,0001788348
isin,CA11275Q1072
cusip,11275Q107
exchange,NYSE
exchangeShortName,NYSE
industry,Asset Management
website,https://bip.brookfield.com/bipc/resources/information-request
description,"Brookfield Infrastructure Corp, through BUUK Infrastructure No 1 Limited (BUUK), is a provider of last-mile utility networks, constructing and operating utility assets in the United Kingdom. Its businesses design, construct and operate utility infrastructure networks throughout England, Wales and Scotland. It supports the new-build residential and commercial markets by providing utility solutions. Its business is focused on new gas and electricity connection sales on the new-build housing market. The Company’s has a regulated gas transmission operation in Brazil. It holds interest in Nova Tranportadora do Sudeste S.A. (NTS). NTS owns the natural gas transmission system that serves the states of Sao Paulo, Rio de Janeiro and Minas Gerais in South Central Brazil."
ceo,Mr. Samuel J.B. Pollock
sector,Financial Services
country,US
fullTimeEmployees,
phone,12124177000
address,250 Vesey St Fl 15
city,New York City
state,NEW YORK
zip,10281
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/BIPC.jpg
ipoDate,2020-04-19
defaultImage,True
