,0
symbol,JOBS
price,70.91
beta,0.84322
volAvg,224066
mktCap,4762280400
lastDiv,0.0
range,53.94-92.61
changes,0.14
companyName,51job Inc
currency,CNY
cik,0001295484
isin,US3168271043
cusip,316827104
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Staffing & Employment Services
website,http://www.51job.com
description,"51job, Inc. is a holding company that engages in provision of human resource services. The company is headquartered in Shanghai, Shanghai and currently employs 8,391 full-time employees. The firm is a provider of integrated human resource services in China. The firm focuses on online recruitment advertising. The firm operates over three Websites, including www.51job.com, www.yingjiesheng.com and www.51jingying.com, which are utilized by a base of corporate employers, reach an audience of job seekers and aggregate job information from over 100 cities across China. The firm provides a range of human resource services in the categories, such as recruitment advertising services, including online recruitment services provided by its Websites, and other human resource related services, including business process outsourcing, training, campus recruitment, professional assessment tools, salary and other human resource related surveys, human resource conferences and executive search services."
ceo,Mr. Rick Yan
sector,Industrials
country,CN
fullTimeEmployees,8650
phone,862161601888
address,"Building 3, No. 1387 Zhang Dong Road"
city,Shanghai
state,SHANGHAI
zip,201203
dcfDiff,275.09
dcf,216.8
image,https://financialmodelingprep.com/image-stock/JOBS.png
ipoDate,2004-09-30
defaultImage,False
