,0
symbol,WTFCM
price,27.5
beta,1.105396
volAvg,12647
mktCap,3899197180
lastDiv,1.64
range,13.269-31.176
changes,0.53
companyName,Wintrust Financial Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D
currency,USD
cik,
isin,
cusip,
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Banks Regional
website,http://www.wintrust.com
description,
ceo,Mr. Edward Joseph Wehmer
sector,Financial Services
country,United States
fullTimeEmployees,5057
phone,847-939-9000
address,9700 West Higgins Road
city,Rosemont
state,IL
zip,60018
dcfDiff,-27.79
dcf,0.0
image,https://financialmodelingprep.com/image-stock/WTFCM.jpg
ipoDate,
defaultImage,True
