,0
symbol,FUTU
price,42.6
beta,0.0
volAvg,1737887
mktCap,6168351700
lastDiv,0.0
range,8.16-43.76
changes,2.79
companyName,Futu Holdings Ltd
currency,HKD
cik,0001754581
isin,US36118L1061
cusip,36118L106
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Capital Markets
website,https://www.futuholdings.com
description,"Futu Holdings Ltd. is a technology company, which engages in online brokerage services and margin financing services for clients in Hong Kong and China. The company employs 585 full-time employees The firm is involved in the provision of online brokerage services and margin financing services through software and websites. The firm mainly provides investing services through its digital brokerage platform under the name of Futu NiuNiu. The Company’s service offerings include trade executions and margin financings, which allow its clients to trade securities across markets, such as stocks, warrants, options and exchange traded funds (ETFs). In addition, the Company also provides financial information and online community services."
ceo,Mr. Leaf Hua Li
sector,Financial Services
country,HK
fullTimeEmployees,847
phone,85225233588
address,"9F Unit 3 Building C Kexing Science Park, 15 Keyuan Road, Technology Park"
city,
state,
zip,
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/FUTU.png
ipoDate,2019-03-08
defaultImage,False
