,0
symbol,QFIN
price,12.78
beta,0.0
volAvg,1066810
mktCap,1874953730
lastDiv,0.0
range,6.37-18.06
changes,0.4
companyName,360 Finance Inc
currency,CNY
cik,0001741530
isin,US88557W1018
cusip,88557W101
exchange,NasdaqGM
exchangeShortName,NASDAQ
industry,Credit Services
website,http://ir.360jinrong.net/
description,"360 Finance, Inc. is a holding company, which engages in the provision of digital consumer finance platform. The company is headquartered in Shanghai, Shanghai and currently employs 786 full-time employees. The firm mainly provides tailored online consumer finance products to prime, underserved borrowers funded primarily by funding partners. The Company’s technology platform enables a user experience supported by resolute risk management."
ceo,Mr. Haisheng Wu
sector,Financial Services
country,CN
fullTimeEmployees,1891
phone,862161516360
address,
city,Shanghai
state,SHANGHAI
zip,200122
dcfDiff,
dcf,12.36
image,https://financialmodelingprep.com/image-stock/QFIN.jpg
ipoDate,2018-12-14
defaultImage,True
