,0
symbol,CRESY
price,3.73
beta,1.06093
volAvg,154670
mktCap,343825792
lastDiv,0.0
range,2.32-7.8
changes,-0.1
companyName,Cresud S.A.C.I.F. y A. American Depositary Shares each representing ten shares of Common Stock
currency,USD
cik,
isin,
cusip,
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Farm Products
website,http://www.cresud.com.ar
description,
ceo,Mr. Alejandro Gustavo Elsztain
sector,Consumer Defensive
country,Argentina
fullTimeEmployees,
phone,54 11 4814 7800
address,Moreno 877
city,Buenos Aires
state,
zip,C1091AAQ
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/CRESY.jpg
ipoDate,
defaultImage,True
