,0
symbol,EGOV
price,23.92
beta,0.32494
volAvg,311061
mktCap,1603371900
lastDiv,0.35000000000000003
range,15.49-25.94
changes,0.66
companyName,NIC Inc
currency,USD
cik,0001065332
isin,US62914B1008
cusip,62914B100
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Software Application
website,http://www.egov.com/
description,"NIC, Inc. is a digital government services, which through its subsidiaries, engages in the provision of digital government solutions and secure payment processing. The company is headquartered in Olathe, Kansas and currently employs 920 full-time employees. The company operates through Outsourced Portals segment, and offers its services through two channels: primary outsourced portal businesses, and software and services businesses. In the primary outsourced portal businesses, it enters into contracts with state and local governments to design, build, and operate Internet-based, enterprise-wide portals on their behalf. Its software and services businesses include its subsidiaries that provide software development and payment processing services, other than outsourced portal services, to state and local governments, as well as federal agencies. Its outsourced portal businesses include interactive government services (IGS), driver history records (DHR), Portal software development and services and Portal management. The company also offers technology platform for government regulation of the cannabis and hemp industries."
ceo,Mr. Harry Herington
sector,Technology
country,US
fullTimeEmployees,1000
phone,19134983468
address,25501 W Valley Pkwy Ste 300
city,Olathe
state,KANSAS
zip,66061
dcfDiff,3.36
dcf,24.2053
image,https://financialmodelingprep.com/image-stock/EGOV.png
ipoDate,1999-07-15
defaultImage,False
