,0
symbol,UXIN
price,1.04
beta,0.0
volAvg,2989664
mktCap,355084064
lastDiv,0.0
range,0.72-3.1
changes,0.0
companyName,Uxin Ltd
currency,CNY
cik,0001729173
isin,US91818X1081
cusip,91818X108
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Internet Content & Information
website,https://www.xin.com/
description,"Uxin Ltd. operates an online used car transaction services platform. The company is headquartered in Beijing, Beijing and currently employs 12,619 full-time employees. The firm enables people to buy the car of their choice. The Company’s platform consists of two synergistic businesses: Uxin Used Car and Uxin Auction. Uxin Used Car is a business catering to consumer buyers, primarily provides consumers with customized car recommendations, financing, title transfer, delivery, insurance referral, warranty and other related services. Uxin Auction is a business catering to business buyers, primarily provides businesses with a comprehensive suite of solutions, helping them source vehicles, optimizing their turnover and facilitating cross-regional transactions."
ceo,Mr. Kun Dai
sector,Communication Services
country,CN
fullTimeEmployees,6455
phone,861056312700
address,
city,Beijing
state,BEIJING
zip,100102
dcfDiff,
dcf,5.8919
image,https://financialmodelingprep.com/image-stock/UXIN.png
ipoDate,2018-06-27
defaultImage,False
