,0
symbol,WIA
price,12.72
beta,0.47782
volAvg,65438
mktCap,370823616
lastDiv,0.3945000000000001
range,8.99-13.15
changes,0.03
companyName,Western Asset Inflation-Linked Income Fund
currency,USD
cik,
isin,US95766Q1067
cusip,95766Q106
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,https://www.guggenheiminvestments.com/individual
description,"Western Asset Inflation-Linked Income Fund (the Fund) is a diversified, closed-end management investment company. The Fund's primary investment objective is to provide current income for its shareholders. Capital appreciation is its secondary investment objective. It invests at least 80% of its total managed assets in inflation-linked securities and at least 60% of its total managed assets in the United States Treasury Inflation Protected Securities (TIPS). It invests over 40% of its total managed assets in non-United States dollar investments, which gives the Fund flexibility to invest up to 40% of its total managed assets in non-United States dollar inflation-linked securities (over 20% of its non-United States dollar exposure may be unhedged). Western Asset Management Company is the investment advisor of the Fund."
ceo,
sector,Financial Services
country,US
fullTimeEmployees,0
phone,16268449400
address,385 E Colorado Blvd
city,Boston
state,MASSACHUSETTS
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/WIA.png
ipoDate,2003-09-26
defaultImage,False
