,0
symbol,MARK
price,1.155
beta,3.1133
volAvg,4295101
mktCap,114925272
lastDiv,0.0
range,0.25-3.56
changes,0.015
companyName,Remark Holdings Inc
currency,USD
cik,0001368365
isin,US75955K1025
cusip,75955K102
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Internet Content & Information
website,http://www.remarkholdings.com/
description,"Remark Holdings, Inc., technology-focused company, develops and deploys artificial intelligence (AI) products and AI-based solutions for businesses in various industries worldwide. The company is headquartered in Las Vegas, Nevada and currently employs 290 full-time employees. The firm provides a suite of artificial intelligence (AI) solutions. The company also provides financial technology (FinTech) services. The company develops AI-based products, computing devices and software-as-a-service products across a wide range of applications within the financial, retail, entertainment, education, and workplace and public-safety industries. The company uses its KanKan data intelligence platform (KanKan) to develop and deploy AI-based solutions for business. KanKan offers various solutions, such as retail intelligence and customer analytics solutions, FinTech risk analysis and lead acquisition solutions and workplace and public safety management solutions."
ceo,Mr. Kai-Shing Tao
sector,Communication Services
country,US
fullTimeEmployees,80
phone,17027019514
address,800 S Commerce St
city,Las Vegas
state,NEVADA
zip,89169
dcfDiff,
dcf,1.16675
image,https://financialmodelingprep.com/image-stock/MARK.png
ipoDate,2007-10-03
defaultImage,False
