,0
symbol,UTHR
price,141.48
beta,0.69122
volAvg,380407
mktCap,6287441900
lastDiv,0.0
range,75.58-142.34
changes,1.51
companyName,United Therapeutics Corp
currency,USD
cik,0001082554
isin,US91307C1027
cusip,91307C102
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Biotechnology
website,http://www.unither.com
description,"United Therapeutics Corp. operates as a biotechnology company, which engages in the development and commercialization of products for patients with chronic and life-threatening diseases. The company is headquartered in Silver Spring, Maryland and currently employs 860 full-time employees. The firm is focused on the development and commercialization of products for the treatment of chronic and life-threatening conditions. The firm markets and sells four commercial therapies in the United States to treat pulmonary arterial hypertension (PAH): Remodulin (treprostinil) Injection; Tyvaso (treprostinil) Inhalation Solution (Tyvaso); Orenitram (treprostinil) Extended-Release Tablets (Orenitram); and Adcirca (tadalafil) Tablets (Adcirca). The firm markets and sells an oncology product in the United States, Unituxin (dinutuximab) Injection (Unituxin), which is approved for treatment of neuroblastoma. The firm is also engaged in early-stage research and development of a number of organ transplantation-related technologies."
ceo,Dr. Martine Rothblatt
sector,Healthcare
country,US
fullTimeEmployees,920
phone,13016089292
address,1040 SPRING ST
city,Silver Spring
state,MARYLAND
zip,20910
dcfDiff,160.04
dcf,135.708
image,https://financialmodelingprep.com/image-stock/UTHR.png
ipoDate,1999-06-17
defaultImage,False
