,0
symbol,FFNW
price,11.115
beta,0.53024
volAvg,18009
mktCap,108769944
lastDiv,0.39
range,7.9-15.47
changes,0.085
companyName,First Financial Northwest Inc
currency,USD
cik,0001401564
isin,US32022K1025
cusip,32022K102
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Banks Regional
website,
description,"First Financial Northwest, Inc. is a bank holding company, which engages in attracting deposits from the general public and provides lending services. The company is headquartered in Renton, Washington and currently employs 156 full-time employees. The Bank primarily serves the greater Puget Sound region of King and to a lesser extent, Pierce, Snohomish and Kitsap Counties, Washington through its full-service banking office located in Renton, Washington and branch office in Mill Creek, Washington. The Bank's business consists of attracting deposits from the public and utilizing these funds to originate one- to four-family residential, multifamily, commercial real estate, construction/land development, business and consumer loans. The company focuses on its lending activities primarily on loans secured by commercial real estate, construction/land development, first mortgages on one- to four-family residences, multifamily and business lending. Its investment portfolio consisted principally of mortgage-backed securities, municipal bonds, the United States Government Agency obligations and corporate bonds."
ceo,Mr. Joseph Kiley
sector,Financial Services
country,US
fullTimeEmployees,158
phone,14252554400
address,201 Wells Ave S
city,Renton
state,WASHINGTON
zip,98057
dcfDiff,-16.61
dcf,12.1327
image,https://financialmodelingprep.com/image-stock/FFNW.jpg
ipoDate,2007-10-10
defaultImage,True
