,0
symbol,DMTK
price,13.47
beta,0.0
volAvg,114467
mktCap,263948704
lastDiv,0.0
range,7.47-16.95
changes,0.22
companyName,DermTech Inc
currency,USD
cik,0001651944
isin,US24984K1051
cusip,24984K105
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Diagnostics & Research
website,
description,"DermTech, Inc. is a genomics company in dermatology, which engages in the development and sale of products for the diagnosis and treatment of skin diseases. The company is headquartered in La Jolla, California. The firm develops products that facilitate the early detection of skin cancers, assess inflammatory diseases and customize drug treatments. The firm provides Adhesive Skin Collection Kit, which is designed to collect stratum corneum tissues of the skin from all locations of the body, with the exception of mucosals surfaces, palmar and plantar surfaces, and areas with excessive non-vellus hair. The company provides Pigmented Lesion Assay (PLA), which assesses pigmented skin lesions, moles or dark skin spots for melanoma. The company offers Nevome, which is the test to non-invasively identify pigmented lesions by analyzing known deoxyribonucleic acid (DNA) mutation risk factors for melanoma. The firm is also engaged in developing gene expression assays to identify cytokine inflammatory profiles that assist clinicians in guiding therapy. The company also offers ResponseTNF product and CytokineEx 17 product."
ceo,Dr. John D. Dobak
sector,Healthcare
country,US
fullTimeEmployees,
phone,18584504222
address,11099 N Torrey Pines Rd Ste 100
city,La Jolla
state,CALIFORNIA
zip,92037
dcfDiff,
dcf,13.9947
image,https://financialmodelingprep.com/image-stock/DMTK.jpg
ipoDate,2017-06-20
defaultImage,True
