,0
symbol,ALOT
price,8.5
beta,0.45525
volAvg,14750
mktCap,60931568
lastDiv,0.14
range,5.29-16.32
changes,-0.47
companyName,AstroNova Inc
currency,USD
cik,0000008146
isin,US04638F1084
cusip,04638F108
exchange,NASDAQ Global Market
exchangeShortName,NASDAQ
industry,Computer Hardware
website,https://astronovainc.com/
description,"AstroNova, Inc. engages in the design, development, manufacture, and distribution of specialty printers and data acquisition and analysis systems. The company is headquartered in West Warwick, Rhode Island and currently employs 374 full-time employees. The firm operates through two segments: QuickLabel and Test & Measurement (T&M). The firm offers both hardware and software, which incorporate technologies in order to acquire, store, analyze and present data in multiple formats. The company sells specialty printing systems, and test and measurement systems under the brand names, including QuickLabel. The QuickLabel segment offers product identification and label printer hardware, software, servicing contracts and consumable products. The T&M segment offers a suite of products and services that acquire and record visual and electronic signal data from local and networked sensors, as well as wired and wireless networks. The company serves markets, such as aerospace, apparel, automotive, avionics, chemicals, computer peripherals, communications, distribution, and food and beverage."
ceo,Mr. Gregory Woods
sector,Technology
country,US
fullTimeEmployees,365
phone,14018284000
address,600 E GREENWICH AVE
city,West Warwick
state,RHODE ISLAND
zip,02893
dcfDiff,180.49
dcf,8.85704
image,https://financialmodelingprep.com/image-stock/ALOT.png
ipoDate,1983-05-26
defaultImage,False
