,0
symbol,MIC
price,30.25
beta,1.44526
volAvg,734943
mktCap,2637736700
lastDiv,1.0
range,12.5-45.93
changes,0.27
companyName,Macquarie Infrastructure Corp
currency,USD
cik,0001289790
isin,US55608B1052
cusip,55608B105
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Airports & Air Services
website,https://www.macquarie.com/mgl/com/mic-inc
description,"Macquarie Infrastructure Corporation owns and operates a group of businesses that provide services, such as bulk liquid terminalling and handling services. The Company operates through four segments: International-Matex Tank Terminals (IMTT), Atlantic Aviation, Contracted Power (CP) and MIC Hawaii. Its group of businesses also provides services, such as aircraft fueling, CP generation and utility gas services. Its group of businesses provides services to businesses, government agencies and individuals in the United States. IMTT segment provides bulk liquid terminal services in the United States. As of December 31, 2016, Atlantic Aviation operated Fixed based operations (FBOs) at 69 airports in the United States. The businesses in its CP segment sell electricity to off-takers, pursuant to multi-year contracts. MIC Hawaii segment consists of Hawaii Gas and several smaller businesses. Hawaii Gas consists of a gas utility and a liquefied petroleum gas (LPG) distribution business."
ceo,Mr. Christopher Frost
sector,Industrials
country,US
fullTimeEmployees,909
phone,12122311000
address,125 W 55th St Fl 15
city,New York City
state,NEW YORK
zip,10019
dcfDiff,101.26
dcf,31.6613
image,https://financialmodelingprep.com/image-stock/MIC.jpg
ipoDate,2004-12-16
defaultImage,True
