,0
symbol,EXPE
price,120.89
beta,1.62161
volAvg,2737913
mktCap,17101218800
lastDiv,0.68
range,40.76-130.57
changes,3.39
companyName,Expedia Group Inc
currency,USD
cik,0001324424
isin,US30212P3038
cusip,30212P303
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Travel Services
website,http://www.expediainc.com/
description,"Expedia Group, Inc. is an online travel company, which engages in the provision of travel products and services to leisure and corporate travellers. The company is headquartered in Seattle, Washington and currently employs 24,500 full-time employees. The firm operates through four segments: Core Online Travel Agencies (Core OTA), trivago, Egencia and HomeAway. The firm's Core OTA segment provides a range of travel and advertising services to its customers across the world, through a range of brands, including Expedia.com and Hotels.com in the United States, and localized Expedia and Hotels.com Websites throughout the world, Orbitz.com, Expedia Affiliate Network, Hotwire.com, Travelocity, Wotif Group, CarRentals.com and Classic Vacations. The firm's trivago segment sends referrals to online travel companies and travel service providers from its hotel metasearch Websites. Its Egencia segment, which also includes Orbitz Worldwide (Orbitz) for Business, provides managed travel services to corporate customers across the world. The firm's HomeAway segment operates an online marketplace for the vacation rental industry."
ceo,Mr. Mark Okerstrom
sector,Consumer Cyclical
country,US
fullTimeEmployees,25400
phone,12064817200
address,1111 Expedia Group Way W
city,Seattle
state,WASHINGTON
zip,98119
dcfDiff,418.72
dcf,108.679
image,https://financialmodelingprep.com/image-stock/EXPE.png
ipoDate,2005-08-09
defaultImage,False
