,0
symbol,OXLC
price,4.6169
beta,1.21699
volAvg,817578
mktCap,405825504
lastDiv,1.352
range,1.86-9.6
changes,-0.0831
companyName,Oxford Lane Capital Corp
currency,USD
cik,0001495222
isin,US6915431026
cusip,691543102
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Asset Management
website,http://www.oxfordlanecapital.com
description,"Oxford Lane Capital Corp. is a non-diversified closed-end management investment company. The Company’s investment objective is to maximize its portfolio's risk adjusted total return and seeks to achieve its investment objective by investing in structured finance investments, specifically collateralized loan obligation (CLO) vehicles, which primarily owns senior corporate debt securities. CLO investments may also include warehouse facilities, which are financing structures intended to aggregate loans that may be used to form the basis of a CLO vehicle. The CLO vehicles, which the Company focuses on are collateralized primarily by senior secured corporate loans, and generally have minimal or no exposure to real estate loans, mortgage loans or to pools of consumer-based debt, such as credit card receivables or auto loans. Oxford Lane Management, LLC (OXLC Management) is the investment advisor of the Company."
ceo,Mr. Jonathan Cohen
sector,Financial Services
country,US
fullTimeEmployees,
phone,12039835275
address,8 Sound Shore Dr Ste 255
city,Greenwich
state,CONNECTICUT
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/OXLC.png
ipoDate,2011-01-20
defaultImage,False
