,0
symbol,WPX
price,6.06
beta,3.51729
volAvg,9259326
mktCap,3399908610
lastDiv,0.0
range,1.94-14.43
changes,0.34
companyName,WPX Energy Inc
currency,USD
cik,0001518832
isin,US98212B1035
cusip,98212B103
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Oil & Gas E&P
website,http://www.wpxenergy.com/
description,"WPX Energy, Inc. engages in the exploration and production of oil and natural gas. The company is headquartered in Tulsa, Oklahoma and currently employs 600 full-time employees. The firm is engaged in the exploitation and development of unconventional properties. The company operates in the exploration and production segment of the oil and gas industry and its operations are conducted in the United States. The company is focused on exploiting, developing and growing its oil positions in the Delaware (a subset of the Permian Basin) and San Juan Basins in the southwestern United States and the Williston Basin in North Dakota. As of December 31, 2016, it operated 642 wells in the Delaware Basin and also owned interests in 783 wells operated by others. As of December 31, 2016, it held approximately 98,000 acres in the Delaware Basin, with operations located in Eddy, Lea and Chaves Counties in New Mexico and Loving, Pecos, Reeves, Ward and Winkler Counties in Texas. Its activity in the Delaware Basin is focused on the Wolfcamp Shale formation, the Bone Spring interval and the Delaware sand interval."
ceo,Mr. Richard Muncrief
sector,Energy
country,US
fullTimeEmployees,590
phone,19185732000
address,1 One Williams Ctr
city,Tulsa
state,OKLAHOMA
zip,74172-0172
dcfDiff,-4.69
dcf,4.54218
image,https://financialmodelingprep.com/image-stock/WPX.png
ipoDate,2011-12-12
defaultImage,False
