,0
symbol,MCHX
price,1.84
beta,1.74396
volAvg,98489
mktCap,72809904
lastDiv,0.0
range,1.1-4.19
changes,0.08
companyName,Marchex Inc
currency,USD
cik,0001224133
isin,US56624R1086
cusip,56624R108
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Advertising Agencies
website,https://www.marchex.com/
description,"Marchex, Inc. operates as a conversational analytics and solutions company which helps businesses connect, drive, measure, convert callers into customers, and connects the voice of the customer to business. The company is headquartered in Seattle, Washington and currently employs 254 full-time employees. The firm offers products and services for enterprises that depend on consumer phone calls to drive sales. Its media analytics products can provide actionable intelligence on media channels advertisers use to acquire customers over the phone. Its Marchex Omnichannel Analytics Cloud helps marketers connect customer conversions driven from paid media channels, including search, display and video, social and sites, to phone calls made to a business. Its product offerings include Marchex Call Analytics, Marchex Search Analytics, Marchex Display and Video Analytics, Marchex Social Analytics, Marchex Call Marketplace and Local Leads. Its Local Leads platform is a white-labeled, full service advertising solution for small business resellers, such as Yellow Pages providers and vertical marketing service providers, to sell call advertising, search marketing and other lead generation products."
ceo,Mr. Russell Horowitz
sector,Communication Services
country,US
fullTimeEmployees,291
phone,12067745000
address,520 Pike St Ste 2000
city,Seattle
state,WASHINGTON
zip,98101
dcfDiff,4.9
dcf,10.7125
image,https://financialmodelingprep.com/image-stock/MCHX.png
ipoDate,2004-03-31
defaultImage,False
