,0
symbol,FMS
price,42.58
beta,1.198712
volAvg,185903
mktCap,24937742300
lastDiv,0.71688
range,29.17-46.55
changes,0.22
companyName,Fresenius Medical Care AG
currency,USD
cik,
isin,
cusip,
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Medical Care Facilities
website,http://www.freseniusmedicalcare.com
description,
ceo,Mr. Robert Maurice Powell Jr.
sector,Healthcare
country,Germany
fullTimeEmployees,121403
phone,49 6172 609 0
address,Else-Kroner Strasse 1
city,Bad Homburg
state,
zip,61352
dcfDiff,5.33
dcf,45.46
image,https://financialmodelingprep.com/image-stock/FMS.jpg
ipoDate,
defaultImage,True
