,0
symbol,GRNVU
price,10.55
beta,0.0
volAvg,9946
mktCap,0
lastDiv,0.0
range,9.75-11.933
changes,0.0
companyName,GreenVision Acquisition Corp.
currency,USD
cik,
isin,
cusip,
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Shell Companies
website,
description,
ceo,Mr. Zhigeng Fu
sector,Financial Services
country,United States
fullTimeEmployees,
phone,212 786 7429
address,One Penn Plaza
city,New York
state,NY
zip,10019
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/GRNVU.jpg
ipoDate,
defaultImage,True
