,0
symbol,GMBL
price,4.26
beta,1.05555
volAvg,313213
mktCap,53436592
lastDiv,0.0
range,2.4-9.75
changes,0.11
companyName,Esports Entertainment Group Inc
currency,USD
cik,0001451448
isin,US29667K3068
cusip,29667K306
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Gambling
website,https://esportsentertainmentgroup.com/
description,"Esports Entertainment Group, Inc., formerly VGambling Inc., is a development-stage online gambling company. The Company intends to offer eSports enthusiasts from around the world, excluding the United States, the ability to wager on a range of e-Sports events. It intends to offer users the opportunity to wager against other users utilizing a peer-to-peer wagering system with no risk to the Company. It intends to offer spectators the ability to wager on all major professional eSports events and a range of amateur eSports events that will be broadcast live through streaming services, including twitch.tv, azubu.tv, ustream.tv and youtube.com. The Company also intends to offer users from around the world, excluding 13 States within the United States, the ability to participate in online video game tournaments and win cash prizes. Participants will be able to enter and play against each other with prize money distributed to the last remaining competitors."
ceo,Mr. Grant Johnson
sector,Consumer Cyclical
country,MT
fullTimeEmployees,299
phone,35627577000
address,"170 Pater House, Psaila St"
city,Birkirkara
state,
zip,BKR 9077
dcfDiff,
dcf,4.84121
image,https://financialmodelingprep.com/image-stock/GMBL.jpg
ipoDate,2008-12-19
defaultImage,True
