,0
symbol,TRT
price,3.83
beta,1.46086
volAvg,12118
mktCap,14211445
lastDiv,0.0
range,2.43-5.49
changes,-0.17
companyName,Trio-Tech International
currency,USD
cik,0000732026
isin,US8967122057
cusip,896712205
exchange,NYSE American
exchangeShortName,AMEX
industry,Semiconductor Equipment & Materials
website,http://triotech.com/
description,"Trio-Tech International engages in the provision of third-party semiconductor testing and burn-in services. The company is headquartered in Van Nuys, California and currently employs 510 full-time employees. The firm operates its business in four segments: Manufacturing, Testing Services, Distribution and Real Estate. The firm operates in the United States, Singapore, Malaysia, Thailand and China. As of June 30, 2016, the Company operated six testing services facilities: one in the United States and five in Southeast Asia. As of June 30, 2016, the Company operated two manufacturing facilities: one in the United States and the other in Southeast Asia. Its distribution segment and real estate segment operate primarily in Southeast Asia. In addition, the Company operates testing facilities in the United States. Trio-Tech also designs, develops, manufactures and markets a range of equipment and systems used in the manufacturing and testing of semiconductor devices and electronic components."
ceo,Mr. Siew Wai Yong
sector,Technology
country,US
fullTimeEmployees,510
phone,18187877000
address,16139 Wyandotte St
city,Van Nuys
state,CALIFORNIA
zip,91406
dcfDiff,
dcf,5.55766
image,https://financialmodelingprep.com/image-stock/TRT.png
ipoDate,1984-12-07
defaultImage,False
