,0
symbol,PGC
price,20.52
beta,1.17615
volAvg,60616
mktCap,388538016
lastDiv,0.2
range,11.15-31.72
changes,0.2
companyName,Peapack-Gladstone Financial Corp
currency,USD
cik,0001050743
isin,US7046991078
cusip,704699107
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Banks Regional
website,
description,"Peapack-Gladstone Financial Corp. engages in the provision of private banking services to businesses, non-profits and consumer. The company is headquartered in Bedminster, New Jersey and currently employs 409 full-time employees. The firm's principal subsidiary is Peapack-Gladstone Bank (the Bank), which is a state chartered commercial bank. The firm operates through two segments: Banking and Private Wealth Management Division. The Banking segment includes commercial, commercial real estate, multifamily, residential and consumer lending activities; deposit generation; operation of automated teller machines (ATMs); telephone and Internet banking services; merchant credit card services, and customer support sales. The Private Wealth Management Division includes asset management services provided for individuals and institutions; personal trust services, including services as executor, trustee, administrator, custodian and guardian; corporate trust services, including services as trustee for pension and profit sharing plans, and other financial planning and advisory services."
ceo,Mr. Douglas Kennedy
sector,Financial Services
country,US
fullTimeEmployees,446
phone,19082340700
address,500 Hills Dr
city,Bedminster
state,NEW JERSEY
zip,07921
dcfDiff,
dcf,27.2149
image,https://financialmodelingprep.com/image-stock/PGC.jpg
ipoDate,2000-11-01
defaultImage,True
