,0
symbol,CTIC
price,3.46
beta,1.20204
volAvg,3330236
mktCap,255181232
lastDiv,0.0
range,0.62-3.68
changes,0.13
companyName,CTI Biopharma Corp
currency,USD
cik,0000891293
isin,US12648L6011
cusip,12648L601
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Biotechnology
website,http://www.ctibiopharma.com/
description,"CTI BioPharma Corp. is a biopharmaceutical company, which focuses on the development, acquisition and commercialization of novel targeted therapies for blood-related cancers. The company is headquartered in Seattle, Washington and currently employs 46 full-time employees. The firm is primarily focused on commercializing PIXUVRI in select countries in the European Union, for multiply relapsed or refractory aggressive B-cell non-Hodgkin lymphoma (NHL). The company is also engaged in evaluating pacritinib for the treatment of adult patients with myelofibrosis. Its earlier stage product candidate, tosedostat, is an oral, once-daily aminopeptidase inhibitor that has demonstrated responses in patients with acute myeloid leukemia (AML). The company also evaluates its pipeline candidate paclitaxel poliglumex (Opaxio), which targets solid tumors. The company is evaluating Opaxio through cooperative group sponsored trials and investigator-sponsored trials (ISTs), such as the ongoing maintenance therapy trial in patients with ovarian cancer."
ceo,Dr. Adam R. Craig
sector,Healthcare
country,US
fullTimeEmployees,25
phone,12062827100
address,3101 Western Ave Ste 800
city,Seattle
state,WASHINGTON
zip,98121
dcfDiff,
dcf,3.81715
image,https://financialmodelingprep.com/image-stock/CTIC.jpg
ipoDate,1997-03-21
defaultImage,True
