,0
symbol,LPLA
price,87.455
beta,1.53239
volAvg,571001
mktCap,6934184400
lastDiv,1.0
range,32.01-99.6
changes,0.885
companyName,LPL Financial Holdings Inc
currency,USD
cik,0001397911
isin,US50212V1008
cusip,50212V100
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Capital Markets
website,https://lplfinancial.lpl.com/
description,"LPL Financial Holdings, Inc. serves independent financial advisors and financial institutions, providing them with the technology, research, clearing and compliance services, and practice management programs they need to create and grow their practices. The company is headquartered in Boston, Massachusetts and currently employs 4,323 full-time employees. The firm provides a platform of brokerage and investment advisory services to independent financial advisors, including financial advisors at financial institutions across the country. The company also supported approximately 4,000 financial advisors, affiliated and licensed with insurance companies through customized clearing services, advisory platforms and technology solutions, as of December 31, 2016. Through its advisors, it is a distributor of financial products and services in the United States. The company provides its technology and service to advisors through a technology platform that is server-based and Web-accessible. Its technology offerings are designed to permit its advisors to manage various aspects of their businesses. The company automates time-consuming processes, such as account opening and management, document imaging and account rebalancing."
ceo,Mr. Dan Arnold
sector,Financial Services
country,US
fullTimeEmployees,4350
phone,18008777210
address,4707 EXECUTIVE DRIVE
city,San Diego
state,CALIFORNIA
zip,92121
dcfDiff,-74.39
dcf,88.5145
image,https://financialmodelingprep.com/image-stock/LPLA.png
ipoDate,2010-11-18
defaultImage,False
