,0
symbol,LITB
price,2.279
beta,0.62591
volAvg,829161
mktCap,254737504
lastDiv,0.0
range,0.58-3.89
changes,0.029
companyName,LightInTheBox Holding Co Ltd
currency,USD
cik,0001523836
isin,US53225G1022
cusip,53225G102
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Internet Retail
website,https://www.lightinthebox.com/
description,"LightInTheBox Holding Co., Ltd. engages in the online retail sale and distribution of consumer products. The company is headquartered in Beijing, Beijing and currently employs 1,181 full-time employees. The firm offers a range of products through www.lightinthebox.com, www.miniinthebox.com and its other Websites, as well as mobile applications, which are available in approximately 30 languages. The company has over 687,800 product listings. The firm also offers a range of other products in its other general merchandise product category. Its major markets are Europe and North America. The firm's product offerings include apparel and other general merchandise. Its apparel category includes customized, special occasion apparel and fast fashion. Its other general merchandise category includes small accessories and gadgets, home and garden, electronics and communication devices and other products. The firm has additional Websites for specific products and geographic regions, including www.ouku.com for products targeting its Chinese customer base."
ceo,Mr. He Jian
sector,Consumer Cyclical
country,CN
fullTimeEmployees,953
phone,861059080008
address,Jin Xiu Lu 951-953 Hao
city,Beijing
state,BEIJING
zip,100015
dcfDiff,
dcf,2.94338
image,https://financialmodelingprep.com/image-stock/LITB.jpg
ipoDate,2013-06-06
defaultImage,True
