,0
symbol,ASPU
price,10.49
beta,0.60178
volAvg,138536
mktCap,256326288
lastDiv,0.0
range,4.65-13.165
changes,-0.78
companyName,Aspen Group Inc
currency,USD
cik,0001487198
isin,US04530L2034
cusip,04530L203
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Education & Training Services
website,https://www.aspu.com/
description,"Aspen Group, Inc. is a holding company, which engages in the provision of education. The company is headquartered in New York City, New York and currently employs 232 full-time employees. The firm's subsidiary, Aspen University Inc. (Aspen), is dedicated to provide the education experiences taught by professors. Aspen offers approximately two monthly payment programs, a monthly payment plan in which students make payments every month over a fixed period (36, 39 or 72 months depending on the degree program) and a monthly installment plan in which students pay over three monthly installments (day 1, day 31 and day 61 after the start of each course). As of June 30, 2016, Aspen had 2,074 students paying tuition through either of the monthly payment methods. The company offers certificate programs and associate, bachelor's, master's and doctoral degree programs in a range of areas, including nursing, business, education and professional studies. The company offers a range of nursing degrees, including Master of Science in Nursing, Master of Science in Nursing-Nursing Education and Master of Science in Nursing-Nursing Administration and Management."
ceo,Mr. Michael Mathews
sector,Consumer Defensive
country,US
fullTimeEmployees,232
phone,16464485144
address,276 5th Ave Rm 505
city,New York City
state,NEW YORK
zip,10001
dcfDiff,-115.33
dcf,12.0881
image,https://financialmodelingprep.com/image-stock/ASPU.png
ipoDate,2010-12-17
defaultImage,False
