,0
symbol,IVR
price,3.17
beta,1.38283
volAvg,5352733
mktCap,574958780
lastDiv,1.12
range,1.82-18.3
changes,0.1
companyName,Invesco Mortgage Capital Inc
currency,USD
cik,0001437071
isin,US46131B1008
cusip,46131B100
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,REITs
website,http://www.invescomortgagecapital.com
description,"Invesco Mortgage Capital, Inc. is a holding company, which engages in investing, financing and managing residential and commercial mortgage-backed securities and mortgage loans. The company is headquartered in Atlanta, Georgia and currently employs 0 full-time employees. The firm's objective is to provide risk-adjusted returns to its investors through dividends and through capital appreciation. The company invests in residential mortgage-backed securities that are guaranteed by the United States Government agency, such as the Government National Mortgage Association or a federally chartered corporation, such as the Federal National Mortgage Association or the Federal Home Loan Mortgage Corporation (collectively Agency RMBS); RMBS that are not guaranteed by the United States Government agency; Credit risk transfer securities that are unsecured obligations issued by government-sponsored enterprises; commercial mortgage-backed securities; residential and commercial mortgage loans, and other real estate-related financing arrangements. The company is externally managed and advised by Invesco Advisers, Inc."
ceo,Mr. John Anzalone
sector,Real Estate
country,US
fullTimeEmployees,0
phone,14048920896
address,1555 Peachtree St NE
city,Atlanta
state,GEORGIA
zip,
dcfDiff,-30.88
dcf,3.9448
image,https://financialmodelingprep.com/image-stock/IVR.jpg
ipoDate,2009-06-26
defaultImage,True
