,0
symbol,X
price,10.58
beta,2.47036
volAvg,10389493
mktCap,2331874300
lastDiv,0.04
range,4.54-14.52
changes,0.61
companyName,United States Steel Corp
currency,USD
cik,0001163302
isin,US9129091081
cusip,912909108
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Steel
website,http://www.ussteel.com
description,"United States Steel Corp. engages in the manufacturing and selling of steel products. The company is headquartered in Pittsburgh, Pennsylvania and currently employs 29,000 full-time employees. The firm is engaged in producing flat-rolled and tubular products with production operations in North America and Europe. The firm operates through three segments: Flat-Rolled Products (Flat-Rolled), U. S. Steel Europe (USSE) and Tubular Products (Tubular). The Flat-Rolled segment includes the operating results of its integrated steel plants and equity investees in the United States involved in the production of slabs, rounds, strip mill plates, sheets and tin mill products, as well as all iron ore and coke production facilities in the United States. The USSE segment includes the operating results of U. S. Steel Kosice (USSK) and its integrated steel plant and coke production facilities in Slovakia. The Tubular segment includes the operating results of its tubular production facilities, primarily in the United States and equity investees in the United States and Brazil."
ceo,Mr. David Burritt
sector,Basic Materials
country,US
fullTimeEmployees,27500
phone,14154332967
address,600 Grant St Room 1500
city,Pittsburgh
state,PENNSYLVANIA
zip,15219-2800
dcfDiff,-1.93
dcf,13.2894
image,https://financialmodelingprep.com/image-stock/X.png
ipoDate,1991-04-12
defaultImage,False
