,0
symbol,UFS
price,27.025
beta,1.85414
volAvg,776835
mktCap,1491631360
lastDiv,0.91
range,18.4-40.05
changes,1.065
companyName,Domtar Corp
currency,USD
cik,0001381531
isin,US2575592033
cusip,257559203
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Paper & Paper Products
website,https://www.domtar.com/en
description,"Domtar Corp. engages in the design, manufacturing, marketing, and distribution of fiber-based products, which includes communication papers, specialty and packaging papers and absorbent hygiene products. The company is headquartered in Fort Mill, South Carolina and currently employs 10,000 full-time employees. The firm segments include Pulp and Paper and Personal Care. The Pulp and Paper segment consists of the design, manufacturing, marketing and distribution of communication, specialty and packaging papers, as well as softwood, fluff and hardwood market pulp. The Personal Care segment consists of the design, manufacturing, marketing and distribution of absorbent hygiene products. The firm is a marketer of uncoated freesheet paper in North America serving a range of customers, including merchants, retail outlets, stationers, printers, publishers, converters and end users. The company is also a marketer and producer of a line of incontinence care products, as well as infant diapers. The company has a network of wood fiber converting assets that produce paper grade, fluff and specialty pulp."
ceo,Mr. John Williams
sector,Basic Materials
country,US
fullTimeEmployees,10000
phone,18038027500
address,234 Kingsley Park Drive
city,Fort Mill
state,SOUTH CAROLINA
zip,29715
dcfDiff,4.2
dcf,28.1535
image,https://financialmodelingprep.com/image-stock/UFS.jpg
ipoDate,2007-03-07
defaultImage,True
