,0
symbol,NYMTP
price,21.25
beta,0.785834
volAvg,15223
mktCap,1122104060
lastDiv,1.9369999999999998
range,3.67-26.51
changes,0.1
companyName,New York Mortgage Trust Inc. 7.75% Series B Cumulative Redeemable Preferred Stock
currency,USD
cik,
isin,
cusip,
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,REIT Mortgage
website,http://www.nymtrust.com
description,
ceo,Mr. Steven R. Mumma CPA
sector,Real Estate
country,United States
fullTimeEmployees,55
phone,212-792-0107
address,90 Park Avenue
city,New York
state,NY
zip,10016
dcfDiff,-24.68
dcf,0.0
image,https://financialmodelingprep.com/image-stock/NYMTP.jpg
ipoDate,
defaultImage,True
