,0
symbol,DAR
price,47.73
beta,1.44773
volAvg,1436061
mktCap,7735505400
lastDiv,0.0
range,10.25-49.64
changes,0.49
companyName,Darling Ingredients Inc
currency,USD
cik,0000916540
isin,US2372661015
cusip,237266101
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Packaged Foods
website,https://www.darlingii.com/
description,"Darling Ingredients, Inc. engages in the development and production of natural ingredients from edible and inedible bio-nutrients. The company is headquartered in Irving, Texas and currently employs 9,800 full-time employees. The firm operates through three segments: Feed Ingredients, Food Ingredients and Fuel Ingredients. The firm collects and transforms all aspects of animal by-product streams into useable and specialty ingredients, such as gelatin, edible fats, feed-grade fats, animal proteins and meals, plasma, pet food ingredients, organic fertilizers, yellow grease, fuel feedstocks, green energy, natural casings and hides. In addition, the Company provides grease trap services to food service establishments, environmental services to food processors and sells restaurant cooking oil delivery and collection equipment."
ceo,Mr. Randall Stuewe
sector,Consumer Defensive
country,US
fullTimeEmployees,10100
phone,19727170300
address,5601 N Macarthur Blvd
city,Irving
state,TEXAS
zip,75038
dcfDiff,7.02
dcf,44.8232
image,https://financialmodelingprep.com/image-stock/DAR.png
ipoDate,1997-09-12
defaultImage,False
