,0
symbol,RETO
price,0.58505
beta,2.431187
volAvg,1362753
mktCap,14120181
lastDiv,0.0
range,0.3-1.92
changes,-0.01495
companyName,ReTo Eco-Solutions Inc
currency,USD
cik,0001687277
isin,VGG752711090
cusip,G75271109
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Building Materials
website,http://www.retoeco.com/
description,"ReTo Eco-Solutions, Inc. engages in the manufacture and distribution of construction materials. The company is headquartered in Beijing, Beijing and currently employs 235 full-time employees. The firm is focused on manufacturing and distributing of eco-friendly construction materials such as aggregates, bricks, pavers and tiles, made from mining waste or iron tailings and fly-ash, as well as equipment used for the production of these eco-friendly construction materials. In addition, the Company provides consultation, design, project implementation and construction of urban ecological environments including those for the purpose of capturing, controlling and reusing rainwater, commonly called sponge cities. The firm offers a range of products such as eco-friendly construction materials, and eco-friendly construction materials manufacturing equipment. The firm also offers ground works materials, landscape retaining materials, hydraulic engineering materials, and wall materials."
ceo,Mr. Hengfang Li
sector,Basic Materials
country,CN
fullTimeEmployees,235
phone,861064827328
address,"C/O Beijing Reit Technology Co. Ltd., 24Th Fl., Bldg. B, Anli Rd., Chaoyang"
city,Beijing
state,BEIJING
zip,100101
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/RETO.jpg
ipoDate,2017-11-29
defaultImage,True
