,0
symbol,OHI
price,35.03
beta,0.87081
volAvg,1393676
mktCap,7951949800
lastDiv,2.68
range,13.33-45.22
changes,1.35
companyName,Omega Healthcare Investors Inc
currency,USD
cik,0001639315
isin,US6819361006
cusip,681936100
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,REIT Healthcare Facilities
website,http://www.omegahealthcare.com
description,"Omega Healthcare Investors, Inc. engages in the provision of financing and capital to the long-term healthcare industry with a particular focus on skilled nursing facilities. The company is headquartered in Hunt Valley, Maryland and currently employs 51 full-time employees. The firm maintains a portfolio of long-term healthcare facilities and mortgages on healthcare facilities located in the United States and the United Kingdom. The company operates through the segment, which consists of investments in healthcare-related real estate properties. The company provides lease or mortgage financing to qualified operators of skilled nursing facilities (SNFs) and assisted living facilities (ALFs), independent living facilities, rehabilitation and acute care facilities. Its portfolio consists of long-term leases and mortgage agreements."
ceo,Mr. C. Taylor Pickett
sector,Real Estate
country,US
fullTimeEmployees,49
phone,14104271700
address,303 International Cir Ste 200
city,Hunt Valley
state,MARYLAND
zip,21030
dcfDiff,
dcf,30.1186
image,https://financialmodelingprep.com/image-stock/OHI.jpg
ipoDate,1992-08-07
defaultImage,True
