,0
symbol,ATH
price,40.38
beta,1.39927
volAvg,1379687
mktCap,7731316700
lastDiv,0.0
range,13.37-50.43
changes,-1.33
companyName,Athene Holding Ltd
currency,USD
cik,0001527469
isin,BMG0684D1074
cusip,G0684D107
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Insurance Diversified
website,https://www.athene.com/
description,"Athene Holding Ltd. is engages in the provision of retirement services. The firm issues, reinsures and acquires retirement savings products across the United States and the District of Columbia. The company operates through the Retirement Services segment. Retirement Services is comprised of its United States and Bermuda operations, which issue and reinsure retirement savings products and institutional products. Retirement Services has retail operations, which provide annuity retirement solutions to its policyholders. Retirement Services segment also has reinsurance operations, which reinsure multi-year guaranteed annuities, fixed indexed annuities, traditional one-year guarantee fixed deferred annuities, immediate annuities and institutional products from its reinsurance partners. In addition, its institutional operations, including funding agreements and pension risk transfer (PRT) obligations, are included in its Retirement Services segment. Its products include individual annuities and group annuities."
ceo,Mr. James Belardi
sector,Financial Services
country,BM
fullTimeEmployees,1325
phone,4412798400
address,96 Pitts Bay Road
city,PEMBROKE
state,
zip,HM 08
dcfDiff,-43.92
dcf,85.8282
image,https://financialmodelingprep.com/image-stock/ATH.png
ipoDate,2016-12-09
defaultImage,False
