,0
symbol,MNCLU
price,11.2
beta,0.0
volAvg,393
mktCap,57769712
lastDiv,0.0
range,9.82-11.97
changes,1.0
companyName,Monocle Acquisition Corp
currency,USD
cik,
isin,US6097542053
cusip,609754205
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Shell Companies
website,
description,"Monocle Acquisition Corp is a blank check company. The Company is formed for the purpose of effecting a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization or similar business combination with one or more businesses. The Company’s target business is not limited to a particular industry or geographic region, and intend to focus on businesses in the aerospace and defense, industrial, and technology and telecommunications sectors. The Company is not engaged in any business operations."
ceo,Mr. Eric J. Zahler
sector,Financial Services
country,US
fullTimeEmployees,
phone,19175445151
address,"750 Lexington Ave, Suite 1501"
city,New York City
state,NEW YORK
zip,10022
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/MNCLU.jpg
ipoDate,2019-02-07
defaultImage,True
