,0
symbol,TOPS
price,1.0972
beta,-0.03662
volAvg,4116763
mktCap,43703672
lastDiv,0.0
range,0.95-28.75
changes,-0.0428
companyName,Top Ships Inc
currency,USD
cik,0001296484
isin,MHY8897Y1648
cusip,Y8897Y164
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Marine Shipping
website,http://www.topships.org/
description,"Top Ships Inc is a Greece-based international provider of worldwide oil, petroleum products and chemicals transportation services. The Company owns and operates eco medium range (MR) tanker vessels focusing on the transportation of crude oil, petroleum products (clean and dirty) and bulk liquid chemicals. The Company’s fleet consists of: chartered-in product/chemical tankers vessels of approximately 50,000 deadweight tonnage (dwt), namely M/T Stenaweco Energy and M/T Stenaweco Evolution; product/chemical tankers vessels of approximately 39,000 dwt, namely M/T Eco Fleet and M/T Eco Revolution, as well as product/chemical tankers of approximately 50,000 dwt, namely M/T Stenaweco Excellence, M/T Nord Valiant, M/T Stenaweco Elegance and M/T Eco Palm Desert. The Company also has ownership interests in product/chemical tankers of approximately 50,000 dwt, namely M/T Eco Holmby Hills and M/T Eco Palm Springs."
ceo, Evangelos Pistiolis
sector,Industrials
country,GR
fullTimeEmployees,1
phone,11302108128107
address,Maroussi
city,ATHINA
state,ATTIKI
zip,151 24
dcfDiff,132446.0
dcf,4.08895
image,https://financialmodelingprep.com/image-stock/TOPS.jpg
ipoDate,2004-07-26
defaultImage,True
