,0
symbol,IX
price,71.265
beta,1.1786
volAvg,43347
mktCap,17518862300
lastDiv,1.91553
range,52.65-89.21
changes,-0.025
companyName,Orix Corp Ads
currency,USD
cik,
isin,
cusip,
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Credit Services
website,http://www.orix.co.jp
description,
ceo,Mr. Makoto Inoue
sector,Financial Services
country,Japan
fullTimeEmployees,
phone,81 3 3435 3000
address,World Trade Center Building
city,Tokyo
state,
zip,105-6135
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/IX.jpg
ipoDate,
defaultImage,True
