,0
symbol,DLB
price,84.501
beta,0.86559
volAvg,485475
mktCap,8500378100
lastDiv,0.88
range,44.68-87.13
changes,2.761
companyName,Dolby Laboratories Inc
currency,USD
cik,0001308547
isin,US25659T1079
cusip,25659T107
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Entertainment
website,https://www.dolby.com/
description,"Dolby Laboratoties, Inc. designs and manufactures audio and imaging products for the cinema, television, broadcast, and entertainment industries. The company is headquartered in San Francisco, California and currently employs 2,193 full-time employees. Its products for cinema include Digital Cinema Servers and Cinema Audio Products, and broadcast and other include Dolby Conference Phone and Other Products. The company offers services to support theatrical and television production for cinema exhibition, broadcast and home entertainment, including equipment training and maintenance, mixing room alignment and equalization, as well as audio, color and light image calibration. Its technologies include Advanced Audio Coding and High Efficiency Advanced Audio Coding, Dolby AC-4, Dolby Atmos, Dolby Digital, Dolby Digital Plus, Dolby TrueHD, Dolby Vision, Dolby Voice and High Efficiency Video Coding. The company distributes its products in over 80 countries. Its technologies are incorporated in offerings in various end markets, such as the broadcast, Personal Computer, mobile, consumer electronics and other markets."
ceo,Mr. Kevin Yeaman
sector,Communication Services
country,US
fullTimeEmployees,2193
phone,14155580200
address,1275 Market St
city,San Francisco
state,CALIFORNIA
zip,94103
dcfDiff,2.19
dcf,77.9236
image,https://financialmodelingprep.com/image-stock/DLB.png
ipoDate,2005-02-17
defaultImage,False
