,0
symbol,KEY
price,14.915
beta,1.59084
volAvg,8536004
mktCap,14564095000
lastDiv,0.74
range,7.45-20.53
changes,0.435
companyName,KeyCorp
currency,USD
cik,0000091576
isin,US4932671088
cusip,493267108
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Banks Regional
website,https://www.key.com
description,"KeyCorp operates as bank holding company. The company is headquartered in Cleveland, Ohio and currently employs 2,360 full-time employees. The firm is a bank-based financial services company. The firm operates through its subsidiary, KeyBank National Association (KeyBank), which is engaged in providing banking services. Through KeyBank and other subsidiaries, it provides a range of retail and commercial banking, commercial leasing, investment management, consumer finance, and investment banking products and services to individual, corporate and institutional clients. Its segments include Key Community Bank and Key Corporate Bank. Key Community Bank serves individuals and small to mid-sized businesses by offering a range of deposit, investment, lending, credit card, and personalized wealth management products and business advisory services. Key Corporate Bank is a full-service corporate and investment bank focused on serving the needs of middle market clients in industry sectors, which include consumer, energy, healthcare, industrial, public sector, real estate and technology."
ceo,Ms. Beth Mooney
sector,Financial Services
country,US
fullTimeEmployees,17045
phone,12166896300
address,127 Public Sq
city,CLEVELAND
state,OHIO
zip,44114-1306
dcfDiff,-17.17
dcf,13.1504
image,https://financialmodelingprep.com/image-stock/KEY.png
ipoDate,1992-09-01
defaultImage,False
