,0
symbol,CCNC
price,1.68
beta,1.33285
volAvg,614063
mktCap,50717520
lastDiv,0.0
range,0.7-4.1
changes,0.01
companyName,Code Chain New Continent Ltd
currency,USD
cik,
isin,US19200A1051
cusip,19200A105
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Waste Management
website,http://www.tmsr-ltd.com/
description,"Code Chain New Continent Ltd, formerly TMSR Holding Co Ltd, is a blank check holding company. The Company mainly operates three segments through its subsidiaries. The Solid Waste Recycling System segment is engaged in the research and development, manufacturing and sales of solid waste recycling systems. The Coal and Coke Wholesale segment is engaged in the coal wholesale and sales of coke, steel, construction materials, machinery and equipment and steel scrap. The Coating Materials segment is engaged in the research, development, production and sales of zinc-rich coating materials. Through its subsidiaries, the Company is also engaged in digital technology related businesses."
ceo,Mr. Yimin Jin
sector,Industrials
country,CN
fullTimeEmployees,87
phone,8602259824800
address,"A101 Hanzheng Street City Industry Park, No.21 Jiefang Avenue, Qiaokou District"
city,Wuhan
state,HUBEI
zip,226001
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/CCNC.jpg
ipoDate,2015-07-24
defaultImage,True
