,0
symbol,ALSK
price,3.12
beta,1.06828
volAvg,506760
mktCap,167926192
lastDiv,0.09
range,1.44-3.13
changes,0.01
companyName,Alaska Communications Systems Group Inc
currency,USD
cik,0001089511
isin,US01167P1012
cusip,01167P101
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Telecom Services
website,http://www.alsk.com
description,"Alaska Communications Systems Group, Inc. engages in the provision of fiber broadband and managed information technology (IT) services. The company is headquartered in Anchorage, Alaska and currently employs 555 full-time employees. The firm is focused primarily on business and wholesale customers in and out of Alaska. The firm also provides telecommunication services to consumers across Alaska. The firm's facilities-based communications network extends across Alaska and connects to the contiguous states through its undersea fiber optic cable systems and its usage rights on an undersea system. The company serves customers in various areas, such as Business and Wholesale (broadband, voice and managed IT services); Consumer (broadband and voice services), and Other Services (including carrier termination, equipment sales, access services and support services receiving federal support funding). The company provides voice and broadband services to residential customers. The company provides voice and broadband origination and termination services to inter and intrastate carriers serving its retail customers."
ceo,Mr. William Bishop
sector,Communication Services
country,US
fullTimeEmployees,572
phone,19072973000
address,600 Telephone Ave
city,Anchorage
state,ALASKA
zip,99503
dcfDiff,22.74
dcf,2.47122
image,https://financialmodelingprep.com/image-stock/ALSK.png
ipoDate,1999-11-17
defaultImage,False
