,0
symbol,GRIL
price,1.9
beta,0.0
volAvg,2161043
mktCap,21131040
lastDiv,0.0
range,1.31-5.09
changes,0.02
companyName,Muscle Maker Inc
currency,USD
cik,0001701756
isin,US6273331073
cusip,627333107
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Restaurants
website,
description,"Muscle Maker, Inc. operates fast casual restaurant concept, the Muscle Maker Grill. The Muscle Maker Grill prepares protein-based meals featuring chicken, seafood, pasta, burgers, wraps and flat breads. The Company also features freshly prepared entree salads and a selection of sides, protein shakes and fruit smoothies. The Company and its subsidiaries and franchisees operate approximately 39 Muscle Maker Grill restaurants located in 14 states and Kuwait, eight of which are owned and operated by Muscle Maker, and 31 are franchise restaurants. Its menu features chicken, seafood, pasta, burgers, wraps, flat breads, entree salads, smoothies, and yogurt, including frozen yogurt, in a variety of assorted flavors. Guests can choose from 28 Muscle Maker Grill menu items. Muscle Maker Grill offers grab and go kiosks both in the restaurants and non-traditional locations. The kiosks are comprised of 10 to 12 core meal plan menu items."
ceo,Mr. Michael J. Roper
sector,Consumer Cyclical
country,US
fullTimeEmployees,380
phone,16827088250
address,"308 East Renfro Street, Suite 101"
city,Burleson
state,TEXAS
zip,76028
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/GRIL.jpg
ipoDate,2020-02-13
defaultImage,True
