,0
symbol,SENEB
price,41.665
beta,1.078414
volAvg,243
mktCap,385704992
lastDiv,0.0
range,27.53-48.5
changes,4.035
companyName,Seneca Foods Corp. Class B Common Stock
currency,USD
cik,0000088948
isin,
cusip,
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Packaged Foods
website,http://www.senecafoods.com
description,
ceo,Mr. Kraig H. Kayser
sector,Consumer Defensive
country,United States
fullTimeEmployees,3400
phone,315-926-8100
address,3736 South Main Street
city,Marion
state,NY
zip,14505
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/SENEB.jpg
ipoDate,
defaultImage,True
