,0
symbol,SHLX
price,9.335
beta,1.59084
volAvg,1222589
mktCap,3631753730
lastDiv,1.84
range,5.7-22.7
changes,0.005
companyName,Shell Midstream Partners LP
currency,USD
cik,0001610466
isin,US8226341019
cusip,822634101
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Oil & Gas Midstream
website,http://www.shellmidstreampartners.com/
description,"Shell Midstream Partners LP owns, operates, develops, and acquires pipelines and other midstream assets. The company is headquartered in Houston, Texas. The firm conducts its operations through its subsidiary, Shell Midstream Operating, LLC. Its assets consist of interests in entities that own crude oil and refined products pipelines serving as key infrastructure to transport onshore and offshore crude oil production to Gulf Coast and Midwest refining markets and to deliver refined products from those markets to demand centers. As of December 31, 2016, it owned interests in seven crude oil pipeline systems, three refined products systems, one natural gas gathering pipeline system and a crude tank storage and terminal system. Its pipeline and terminal systems include Zydeco crude oil system, Auger crude oil system, Mars crude oil system, Bengal product system, Poseidon crude oil system, Odyssey crude oil system, Proteus crude oil system and Endymion crude oil system."
ceo,Mr. Kevin Nichols
sector,Energy
country,US
fullTimeEmployees,
phone,17132412973
address,150 N Dairy Ashford Rd
city,Houston
state,TEXAS
zip,77079
dcfDiff,32.94
dcf,11.5225
image,https://financialmodelingprep.com/image-stock/SHLX.png
ipoDate,2014-10-29
defaultImage,False
