,0
symbol,EBR
price,5.94
beta,0.699248
volAvg,592507
mktCap,9306198000
lastDiv,0.32632
range,2.96-10.1
changes,0.0
companyName,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one)
currency,USD
cik,0001439124
isin,
cusip,
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Utilities Regulated Electric
website,http://www.eletrobras.com
description,
ceo,Mr. Wilson Pinto Ferreira Junior
sector,Utilities
country,Brazil
fullTimeEmployees,12975
phone,55 21 2514 4637
address,"Rua da Quitanda, 196"
city,Rio De Janeiro
state,RJ
zip,20091-005
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/EBR.jpg
ipoDate,
defaultImage,True
