,0
symbol,RMM
price,17.3457
beta,0.0
volAvg,71192
mktCap,342395424
lastDiv,1.1957
range,12.26-22.84
changes,0.0157
companyName,RiverNorth Managed Duration Municipal Income Fund Inc
currency,
cik,
isin,US76882H1059
cusip,76882H105
exchange,NYSE
exchangeShortName,NYSE
industry,N/A
website,https://www.rivernorth.com/rmm
description,"RiverNorth Managed Duration Municipal Income Fund, Inc. is a diversified, closed-end management investment company. The Company’s primary investment objective is current income exempt from regular United States Federal income taxes. Its secondary investment objective is total return. It seeks to achieve its investment objectives by investing, directly or indirectly, at least 80% of its managed assets in municipal bonds, the interest on which is, in the opinion of bond counsel to the issuers, generally excludable from gross income for regular United States federal income tax purposes, except that the interest may be includable in taxable income for purposes of the Federal alternative minimum tax. Under normal market conditions, it will seek to maintain managed assets with a weighted average effective duration that is within three years of the weighted average effective duration of the Bloomberg Barclays Municipal Bond Index. Its investment adviser is RiverNorth Capital Management, LLC."
ceo,
sector,Industrials
country,US
fullTimeEmployees,
phone,13124452251
address,325 N La Salle Dr Ste 645
city,Chicago
state,ILLINOIS
zip,
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/RMM.jpg
ipoDate,2019-07-26
defaultImage,True
