,0
symbol,MLND
price,1.56
beta,0.87941
volAvg,367664
mktCap,29639530
lastDiv,0.0
range,1.26-9.88
changes,-0.01
companyName,Millendo Therapeutics Inc
currency,USD
cik,0001544227
isin,US60040X1037
cusip,60040X103
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Biotechnology
website,https://www.millendo.com/
description,"Millendo Therapeutics, Inc. engages in the development of treatments for orphan endocrine diseases. The company is headquartered in Ann Arbor, Michigan and currently employs 35 full-time employees. The firm is focused on developing novel treatments for orphan endocrine diseases. The firm is focused on advancing two product candidates to treat three indications. Its advanced product candidate, livoletide (AZP-531), is a potential treatment for Prader-Willi syndrome (PWS), which is a rare and complex genetic endocrine disease characterized by hyperphagia, or insatiable hunger. The company is also developing nevanimibe (ATR-101) with a primary focus on treating patients with classic congenital adrenal hyperplasia (CAH), which is a rare, monogenic adrenal disease that requires lifelong treatment with exogenous cortisol."
ceo,Dr. Julia Owens
sector,Healthcare
country,US
fullTimeEmployees,29
phone,17348459000
address,110 Miller Ave Ste 100
city,Ann Arbor
state,MICHIGAN
zip,48104
dcfDiff,
dcf,6.36819
image,https://financialmodelingprep.com/image-stock/MLND.png
ipoDate,2012-10-04
defaultImage,False
