,0
symbol,EOG
price,42.0301
beta,1.95469
volAvg,5278589
mktCap,24519436300
lastDiv,1.413
range,27.0-89.54
changes,1.5401
companyName,EOG Resources Inc
currency,USD
cik,0000821189
isin,US26875P1012
cusip,26875P101
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Oil & Gas E&P
website,http://www.eogresources.com
description,"EOG Resources, Inc. engages in the exploration, development, production and marketing of crude oil and natural gas. The company is headquartered in Houston, Texas and currently employs 2,800 full-time employees. Its operations are all crude oil and natural gas exploration and production related. As of December 31, 2016, its total estimated net proved reserves were over 2,147 million barrels of oil equivalent (MMBoe), of which over 1178 million barrels (MMBbl) were crude oil and condensate reserves, over 416 MMBbl were natural gas liquids reserves and over 3318 billion cubic feet, or 553 MMBoe, were natural gas reserves. Its operations are focused in the productive basins in the United States with a focus on crude oil and, to a lesser extent, liquids-rich natural gas plays. The company has operations offshore Trinidad, in the United Kingdom East Irish Sea, in the China Sichuan Basin and in Canada."
ceo,Mr. William Thomas
sector,Energy
country,US
fullTimeEmployees,2900
phone,17136517000
address,1111 Bagby St Lbby 2
city,Houston
state,TEXAS
zip,77002
dcfDiff,-107.62
dcf,38.6118
image,https://financialmodelingprep.com/image-stock/EOG.png
ipoDate,1989-10-04
defaultImage,False
