,0
symbol,FOSL
price,7.4062
beta,1.46304
volAvg,1640738
mktCap,379932128
lastDiv,0.0
range,2.69-8.81
changes,-0.0238
companyName,Fossil Group Inc
currency,USD
cik,0000883569
isin,US34988V1061
cusip,34988V106
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Luxury Goods
website,http://www.fossil.com
description,"Fossil Group, Inc. engages in the design, marketing and distribution of consumer fashion accessories. The company is headquartered in Richardson, Texas and currently employs 10,800 full-time employees. The firm's segments include Americas, Europe and Asia. Each segment includes sales to wholesale and distributor customers, and sales through the Company-owned retail stores and e-commerce activities based on the location of the selling entity. The Americas segment includes sales to customers based in Canada, Latin America and the United States. The Europe segment includes sales to customers based in European countries, the Middle East and Africa. The Asia segment includes sales to customers based in Australia, China, India, Indonesia, Japan, Malaysia, New Zealand, Singapore, South Korea, Taiwan and Thailand. The firm's principal offerings include a line of men's and women's fashion watches and jewelry, handbags, small leather goods, belts, sunglasses and soft accessories."
ceo,Mr. Kosta Kartsotis
sector,Consumer Cyclical
country,US
fullTimeEmployees,10200
phone,19722342525
address,901 S Central Expy
city,Richardson
state,TEXAS
zip,75080
dcfDiff,638.65
dcf,9.75602
image,https://financialmodelingprep.com/image-stock/FOSL.png
ipoDate,1993-04-01
defaultImage,False
