,0
symbol,ULBI
price,5.86
beta,1.44068
volAvg,25063
mktCap,93338672
lastDiv,0.0
range,4.85-9.3
changes,0.02
companyName,Ultralife Corp
currency,USD
cik,0000875657
isin,US9038991025
cusip,903899102
exchange,NASDAQ Global Market
exchangeShortName,NASDAQ
industry,Specialty Industrial Machinery
website,http://ultralifecorporation.com
description,"Ultralife Corp. engages in the manufacture and sale of products for power solutions. The company is headquartered in Newark New York, New York and currently employs 580 full-time employees. The firm designs and manufactures power and communications systems, including rechargeable and non-rechargeable batteries, charging systems, communications and electronics systems and accessories, and custom engineered systems. The firm's segments include Battery & Energy Products, Communications Systems and Corporate. The Battery & Energy Products segment includes lithium 9-volt, cylindrical, thin cell and other non-rechargeable batteries, in addition to rechargeable batteries, uninterruptable power supplies, charging systems and accessories. The Communications Systems segment includes radio frequency (RF) amplifiers, power supplies, cable and connector assemblies, amplified speakers, equipment mounts, case equipment, man-portable systems, integrated communication systems for fixed or vehicle applications, and communications and electronics systems design."
ceo,Mr. Michael Popielec
sector,Industrials
country,US
fullTimeEmployees,573
phone,13153327100
address,2000 Technology Pkwy
city,Newark New York
state,NEW YORK
zip,14513
dcfDiff,5.96
dcf,6.57769
image,https://financialmodelingprep.com/image-stock/ULBI.png
ipoDate,1992-12-23
defaultImage,False
