,0
symbol,OI
price,11.07
beta,1.77529
volAvg,1097752
mktCap,1737502850
lastDiv,0.1
range,4.31-15.64
changes,-0.03
companyName,O-I Glass Inc
currency,USD
cik,0000812074
isin,US67098H1041
cusip,67098H104
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Packaging & Containers
website,https://www.o-i.com/
description,"O-I Glass, Inc. manufactures glass products. The company is headquartered in Perrysburg, Ohio and currently employs 26,500 full-time employees. The firm's principal product lines are glass containers for the food and beverage industries. The firm's segments include Europe, Americas and Asia Pacific. The firm produces glass containers for alcoholic beverages, including beer, flavored malt beverages, spirits and wine. The firm also produces glass packaging for a range of food items, soft drinks, teas, juices and pharmaceuticals. The firm manufactures glass containers in a range of sizes, shapes and colors. The firm also provides engineering support for its glass manufacturing operations through facilities located in the United States, Australia, France, Poland, Colombia and Peru. The firm has approximately 78 glass manufacturing plants in 23 countries. The firm has a distribution facility used to import glass containers from its business in Mexico."
ceo,Mr. Andres Alberto Lopez
sector,Consumer Cyclical
country,US
fullTimeEmployees,27500
phone,15673365000
address,"Corporation Trust Center, 1209 Orange Street, New Castle County"
city,Perrysburg
state,OHIO
zip,43551-2999
dcfDiff,
dcf,15.0591
image,https://financialmodelingprep.com/image-stock/OI.png
ipoDate,1991-12-19
defaultImage,False
