,0
symbol,RLH
price,2.15
beta,1.3325
volAvg,65712
mktCap,54749108
lastDiv,0.0
range,1.16-3.79
changes,0.08
companyName,Red Lion Hotels Corp
currency,USD
cik,0001052595
isin,US7567641060
cusip,756764106
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Lodging
website,https://www.redlion.com/
description,"Red Lion Hotels Corp. is a hospitality and leisure company, which engages in franchising, management, and ownership of hotel properties. The company is headquartered in Denver, Colorado and currently employs 540 full-time employees. The firm is engaged in the franchising, management and ownership of hotels under the brands, including Hotel RL, Red Lion Hotel, Red Lion Inn & Suites, GuestHouse and Settle Inn & Suites (collectively the RLHC Brands). The RLHC brands represent upscale, midscale and economy hotels. The firm's segments include company operated hotel segment, franchised hotels segment and other. The firm operated hotel segment is engaged in guest room rentals, and food and beverage operations at its operated hotels. The franchised hotels segment is engaged in licensing its brands to franchisees. The franchised hotels segment offers various programs, which include its reservation system, guest loyalty program, national and regional sales, revenue management tools, quality inspections, advertising and brand standards."
ceo,Mr. John Russell
sector,Consumer Cyclical
country,US
fullTimeEmployees,285
phone,15094596100
address,1550 Market St Ste 350
city,Denver
state,COLORADO
zip,80202
dcfDiff,17.05
dcf,2.02296
image,https://financialmodelingprep.com/image-stock/RLH.png
ipoDate,1998-04-06
defaultImage,False
