,0
symbol,BLX
price,13.53
beta,1.46081
volAvg,116041
mktCap,535819104
lastDiv,1.135
range,7.73-22.85
changes,-0.14
companyName,Banco Latinoamericano de Comercio Exterior SA
currency,USD
cik,0000890541
isin,PAP169941328
cusip,P16994132
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Banks
website,http://www.bladex.com/es
description,"Banco Latinoamericano de Comercio Exterior SA engages in the provision of trade financing to commercial banks, middle-market companies and corporations. The Bank is established to support the financing of trade and economic integration in Latin America and the Caribbean. The firm operates in two segments: Commercial and Treasury. The Bank's Commercial segment incorporates all of the Bank's financial intermediation and fees generated by the commercial portfolio activities, such as origination of bilateral and syndicated credits, short- and medium-term loans, acceptances and contingent credits. The Bank's Treasury segment incorporates deposits in banks and all of the Bank's trading assets, securities available-for-sale and held-to-maturity, and the balance of the investment funds. The Bank serves a range of sectors, including oil and gas, agribusiness, food processing and manufacturing. Its products and services are categorized into three main areas: Financial Intermediation Business, Structuring and Syndications Business and Treasury."
ceo,Mr. N. Gabriel Tolchinsky
sector,Financial Services
country,PA
fullTimeEmployees,175
phone,5072108500
address,"Torre V, Business Park, Ave. La Rotonda, Urb. Costa del Este"
city,PANAMA CITY
state,
zip,
dcfDiff,-22.1
dcf,58.0457
image,https://financialmodelingprep.com/image-stock/BLX.png
ipoDate,1992-09-24
defaultImage,False
